Timestamp,acc.z,ext_pos.Z,pwm.m1_pwm,pwm.m2_pwm,pwm.m3_pwm,pwm.m4_pwm
264707,0.9988765120506287,0.0,0,0,0,0
264807,1.0015746355056763,0.0,0,0,0,0
264907,1.00246262550354,0.0,0,0,0,0
265007,1.0019768476486206,0.0,0,0,0,0
265107,0.9983742833137512,0.0,0,0,0,0
265207,0.9979615807533264,0.0,0,0,0,0
265307,1.0019623041152954,0.0,0,0,0,0
265407,0.9978263974189758,0.0,0,0,0,0
265507,0.9986746907234192,0.0,0,0,0,0
265607,0.999697744846344,0.0,0,0,0,0
265707,1.0001764297485352,0.0,0,0,0,0
265807,1.0003564357757568,0.0,0,0,0,0
265907,0.9990141987800598,0.0,0,0,0,0
266007,0.9992398023605347,0.0,0,0,0,0
266107,1.0027682781219482,0.0,0,0,0,0
266207,1.002271056175232,0.0,0,0,0,0
266307,1.0007543563842773,0.0,0,0,0,0
266407,0.9999048709869385,0.0,0,0,0,0
266507,0.9987360239028931,0.0,0,0,0,0
266607,0.9996275305747986,0.0,0,0,0,0
266707,1.0005807876586914,0.0,0,0,0,0
266807,1.000443935394287,0.0,0,0,0,0
266907,1.0003893375396729,0.0,0,0,0,0
267007,1.0018467903137207,0.0,0,0,0,0
267107,1.0024369955062866,0.0,0,0,0,0
267207,0.9982427358627319,0.0,0,0,0,0
267307,1.003491759300232,0.0,0,0,0,0
267407,1.0011332035064697,0.0,0,0,0,0
267507,0.99774169921875,0.0,0,0,0,0
267607,1.0002214908599854,0.0,0,0,0,0
267707,1.001291275024414,0.0,0,0,0,0
267807,0.9980746507644653,0.0,0,0,0,0
267907,1.0017037391662598,0.0,0,0,0,0
268007,0.9995324611663818,0.0,0,0,0,0
268107,1.0004161596298218,0.0,0,0,0,0
268207,0.9987642765045166,0.0,0,0,0,0
268307,0.9999035596847534,0.0,0,0,0,0
268407,0.9994240403175354,0.0,0,0,0,0
268507,0.999620258808136,0.0,0,0,0,0
268607,1.000287652015686,0.0,0,0,0,0
268707,0.9997668862342834,0.0,0,0,0,0
268807,1.0003694295883179,0.0,0,0,0,0
268907,0.9989637136459351,0.0,0,0,0,0
269007,0.9997013211250305,0.0,0,0,0,0
269107,1.0001634359359741,0.0,0,0,0,0
269207,1.0016088485717773,0.0,0,0,0,0
269307,1.001137614250183,0.0,0,0,0,0
269407,0.996988832950592,0.0,0,0,0,0
269507,0.9980765581130981,0.0,0,0,0,0
269607,1.0010623931884766,0.0,0,0,0,0
269707,0.9976288080215454,0.0,0,0,0,0
269807,0.9992550611495972,0.0,0,0,0,0
269907,0.9994922876358032,0.0,0,0,0,0
270007,0.9966815114021301,0.0,0,0,0,0
270107,0.9982932209968567,0.0,0,0,0,0
270207,1.0006427764892578,0.0,0,0,0,0
270307,1.0021418333053589,0.0,0,0,0,0
270407,0.998955488204956,0.0,0,0,0,0
270507,0.9973401427268982,0.0,0,0,0,0
270607,0.9981109499931335,0.0,0,0,0,0
270707,0.9990519881248474,0.0,0,0,0,0
270807,1.00056791305542,0.0,0,0,0,0
270907,0.9977344870567322,0.0,0,0,0,0
271007,0.999942421913147,0.0,0,0,0,0
271107,0.9985616207122803,0.0,0,0,0,0
271207,1.00124990940094,0.0,0,0,0,0
271307,0.999688982963562,0.0,0,0,0,0
271407,0.9985902905464172,0.0,0,0,0,0
271507,0.9998810291290283,0.0,0,0,0,0
271607,1.0000672340393066,0.0,0,0,0,0
271707,1.000306487083435,0.0,0,0,0,0
271807,0.9992092847824097,0.0,0,0,0,0
271907,1.0017033815383911,0.0,0,0,0,0
272007,1.000714898109436,0.0,0,0,0,0
272107,1.0002349615097046,0.0,0,0,0,0
272207,1.0002871751785278,0.0,0,0,0,0
272307,0.9988415241241455,0.0,0,0,0,0
272407,1.0018402338027954,0.0,0,0,0,0
272507,0.9988670945167542,0.0,0,0,0,0
272607,1.0005742311477661,0.0,0,0,0,0
272707,0.9995933771133423,0.0,0,0,0,0
272807,1.0018689632415771,0.0,0,0,0,0
272907,0.9980949759483337,0.0,0,0,0,0
273007,0.9983778595924377,0.0,0,0,0,0
273107,0.9997476935386658,0.0,0,0,0,0
273207,0.9980324506759644,0.0,0,0,0,0
273307,0.999569296836853,0.0,0,0,0,0
273407,1.00059974193573,0.0,0,0,0,0
273507,1.0002684593200684,0.0,0,0,0,0
273607,0.9999148845672607,0.0,0,0,0,0
273707,1.0022830963134766,0.0,0,0,0,0
273807,1.000800371170044,0.0,0,0,0,0
273907,0.9993064999580383,0.0,0,0,0,0
274007,0.9987940788269043,0.0,0,0,0,0
274107,1.0007365942001343,0.0,0,0,0,0
274207,0.9999058246612549,0.0,0,0,0,0
274307,1.0010014772415161,0.0,0,0,0,0
274407,0.9989960193634033,0.0,0,0,0,0
274507,1.0013023614883423,0.0,0,0,0,0
274607,0.9981029629707336,0.0,0,0,0,0
274707,0.9994485378265381,0.0,0,0,0,0
274807,0.9991291165351868,0.0,0,0,0,0
274907,1.0023424625396729,0.0,0,0,0,0
